transaction_id,timestamp,user_id,user_role,transaction_type,electricity_quantity,price_per_mwh,total_cost,latency_ms,security_level,encryption_method,zt_authentication,network_slice_id,transaction_status
TXN4983,2025-02-14 10:10:57,U6332,Authority,N/A,0.0,0.0,0.0,20,Low,RSA,0,Slice_A,Failed
TXN7390,2025-02-14 10:46:57,U8979,Dealer,Sell,98.82,35.86,3543.69,6,High,TDKE,1,Slice_A,Failed
TXN6614,2025-02-14 10:18:50,U9812,Supplier,Sell,93.12,31.11,2896.96,9,Low,AES,0,Slice_B,Failed
TXN7779,2025-02-14 10:56:16,U3486,Dealer,Sell,61.67,35.62,2196.69,19,High,TDKE,1,Slice_B,Failed
TXN9955,2025-02-14 10:52:04,U5271,Authority,N/A,0.0,0.0,0.0,21,Medium,AES,1,Slice_A,Success
TXN6143,2025-02-14 10:58:15,U6918,Supplier,Buy,26.57,34.68,921.45,19,Medium,RSA,1,Slice_A,Failed
TXN5243,2025-02-14 10:17:25,U1379,Dealer,Buy,67.8,34.27,2323.51,30,Medium,AES,1,Slice_C,Success
TXN9392,2025-02-14 10:25:29,U1265,Authority,N/A,0.0,0.0,0.0,18,High,TDKE,1,Slice_C,Pending
TXN9827,2025-02-14 10:33:35,U5630,Authority,N/A,0.0,0.0,0.0,15,Low,AES,0,Slice_C,Success
TXN2509,2025-02-14 10:38:06,U2840,Authority,N/A,0.0,0.0,0.0,10,Low,AES,0,Slice_C,Pending
TXN4127,2025-02-14 10:51:19,U2197,Authority,N/A,0.0,0.0,0.0,18,Medium,RSA,1,Slice_B,Failed
TXN3493,2025-02-14 10:44:24,U6413,Dealer,Buy,68.31,33.4,2281.55,21,Low,RSA,0,Slice_A,Pending
TXN5813,2025-02-14 10:00:26,U7388,Dealer,Buy,30.27,34.27,1037.35,13,High,TDKE,1,Slice_C,Failed
TXN6351,2025-02-14 10:36:20,U8499,Authority,N/A,0.0,0.0,0.0,26,High,TDKE,1,Slice_C,Pending
TXN3500,2025-02-14 10:12:53,U3429,Dealer,Sell,26.34,30.26,797.05,24,High,TDKE,1,Slice_A,Failed
TXN6710,2025-02-14 10:04:43,U6365,Supplier,Buy,69.24,32.02,2217.06,10,Medium,RSA,1,Slice_A,Success
TXN6821,2025-02-14 10:01:51,U3249,Supplier,Buy,85.07,33.75,2871.11,19,Low,AES,0,Slice_B,Success
TXN8320,2025-02-14 10:29:56,U7540,Dealer,Buy,79.39,35.9,2850.1,8,High,TDKE,1,Slice_A,Failed
TXN9462,2025-02-14 10:08:18,U3668,Dealer,Buy,94.66,37.41,3541.23,16,Low,RSA,0,Slice_B,Success
TXN4446,2025-02-14 10:06:11,U9305,Supplier,Sell,32.98,31.12,1026.34,19,High,TDKE,1,Slice_A,Pending
TXN7881,2025-02-14 10:27:19,U2639,Supplier,Sell,95.12,38.37,3649.75,18,Low,RSA,0,Slice_A,Failed
TXN2383,2025-02-14 10:44:24,U7384,Supplier,Buy,95.62,32.75,3131.56,25,Medium,AES,1,Slice_A,Success
TXN3905,2025-02-14 10:38:32,U1151,Dealer,Buy,22.62,34.7,784.91,6,High,TDKE,1,Slice_C,Success
TXN5801,2025-02-14 10:25:22,U7797,Dealer,Sell,25.52,39.36,1004.47,9,Low,AES,0,Slice_B,Success
TXN3660,2025-02-14 10:02:02,U9151,Dealer,Sell,46.33,33.73,1562.71,13,Low,RSA,0,Slice_A,Success
TXN6432,2025-02-14 10:01:56,U8708,Dealer,Buy,92.22,30.46,2809.02,17,Low,AES,0,Slice_A,Success
TXN1244,2025-02-14 10:23:48,U4648,Dealer,Sell,98.94,31.12,3079.01,20,Medium,RSA,1,Slice_C,Pending
TXN3202,2025-02-14 10:58:29,U1011,Supplier,Sell,52.25,39.03,2039.32,9,Medium,RSA,1,Slice_C,Failed
TXN2579,2025-02-14 10:32:37,U9074,Authority,N/A,0.0,0.0,0.0,23,High,TDKE,1,Slice_A,Success
TXN9433,2025-02-14 10:08:51,U3336,Dealer,Buy,76.89,37.17,2858.0,14,Low,AES,0,Slice_A,Success
TXN5106,2025-02-14 10:12:36,U5933,Supplier,Sell,70.15,35.2,2469.28,23,Medium,AES,1,Slice_B,Pending
TXN7140,2025-02-14 10:45:08,U3379,Authority,N/A,0.0,0.0,0.0,28,High,TDKE,1,Slice_C,Pending
TXN1786,2025-02-14 10:54:13,U4242,Dealer,Buy,22.87,30.34,693.88,30,High,TDKE,1,Slice_A,Pending
TXN6284,2025-02-14 10:00:47,U8877,Supplier,Sell,26.9,38.7,1041.03,23,Medium,RSA,1,Slice_A,Pending
TXN5305,2025-02-14 10:37:15,U8206,Dealer,Sell,68.99,35.14,2424.31,15,Medium,AES,1,Slice_B,Pending
TXN8984,2025-02-14 10:52:42,U9993,Supplier,Buy,70.12,33.42,2343.41,21,Medium,AES,1,Slice_B,Pending
TXN1416,2025-02-14 10:37:05,U3068,Dealer,Buy,97.76,38.3,3744.21,8,Low,RSA,0,Slice_A,Pending
TXN6030,2025-02-14 10:30:53,U8146,Authority,N/A,0.0,0.0,0.0,7,Low,AES,0,Slice_B,Failed
TXN4192,2025-02-14 10:09:40,U4634,Dealer,Buy,76.01,33.54,2549.38,24,High,TDKE,1,Slice_C,Failed
TXN9602,2025-02-14 10:03:12,U9735,Supplier,Buy,72.43,39.97,2895.03,10,Medium,AES,1,Slice_A,Failed
TXN3713,2025-02-14 10:43:20,U4707,Authority,N/A,0.0,0.0,0.0,9,Low,RSA,0,Slice_A,Pending
TXN1801,2025-02-14 10:27:21,U5857,Supplier,Sell,90.44,34.68,3136.46,9,Low,RSA,0,Slice_A,Success
TXN5117,2025-02-14 10:48:21,U6105,Dealer,Buy,15.33,34.1,522.75,9,Medium,AES,1,Slice_A,Pending
TXN3612,2025-02-14 10:44:06,U7865,Supplier,Buy,32.37,33.5,1084.39,12,Medium,AES,1,Slice_B,Success
TXN3487,2025-02-14 10:14:03,U8264,Dealer,Sell,78.45,30.11,2362.13,8,Low,RSA,0,Slice_C,Success
TXN8718,2025-02-14 10:15:51,U8180,Supplier,Buy,58.71,36.1,2119.43,9,High,TDKE,1,Slice_C,Pending
TXN5458,2025-02-14 10:02:47,U7250,Supplier,Buy,66.42,34.26,2275.55,10,Low,RSA,0,Slice_B,Success
TXN9566,2025-02-14 10:07:02,U2451,Authority,N/A,0.0,0.0,0.0,24,Low,RSA,0,Slice_A,Failed
TXN9102,2025-02-14 10:57:07,U8085,Supplier,Buy,67.43,38.65,2606.17,13,Low,RSA,0,Slice_B,Failed
TXN9320,2025-02-14 10:22:26,U7875,Authority,N/A,0.0,0.0,0.0,13,Medium,AES,1,Slice_A,Success
TXN8955,2025-02-14 10:16:34,U9109,Dealer,Sell,69.91,31.04,2170.01,29,Low,RSA,0,Slice_C,Failed
TXN7157,2025-02-14 10:41:24,U9502,Authority,N/A,0.0,0.0,0.0,17,High,TDKE,1,Slice_C,Success
TXN2615,2025-02-14 10:39:17,U2555,Dealer,Buy,42.46,36.73,1559.56,24,Medium,RSA,1,Slice_C,Failed
TXN1653,2025-02-14 10:23:42,U8212,Supplier,Buy,94.62,38.13,3607.86,25,Low,RSA,0,Slice_C,Success
TXN4539,2025-02-14 10:38:42,U3961,Dealer,Sell,18.89,39.21,740.68,30,High,TDKE,1,Slice_C,Pending
TXN5153,2025-02-14 10:24:28,U6636,Supplier,Buy,34.9,37.84,1320.62,15,Medium,RSA,1,Slice_A,Success
TXN9966,2025-02-14 10:44:15,U6273,Authority,N/A,0.0,0.0,0.0,17,Medium,AES,1,Slice_B,Success
TXN6468,2025-02-14 10:24:00,U9818,Authority,N/A,0.0,0.0,0.0,30,High,TDKE,1,Slice_B,Pending
TXN2659,2025-02-14 10:49:17,U2481,Authority,N/A,0.0,0.0,0.0,17,Medium,RSA,1,Slice_C,Success
TXN7270,2025-02-14 10:13:48,U5336,Authority,N/A,0.0,0.0,0.0,20,Medium,RSA,1,Slice_B,Pending
TXN3608,2025-02-14 10:11:30,U6288,Dealer,Buy,27.08,33.11,896.62,21,Low,RSA,0,Slice_C,Failed
TXN3914,2025-02-14 10:27:10,U2244,Dealer,Buy,18.15,35.98,653.04,26,Medium,RSA,1,Slice_A,Failed
TXN6573,2025-02-14 10:36:22,U6796,Supplier,Buy,92.91,31.04,2883.93,28,Medium,AES,1,Slice_B,Success
TXN8250,2025-02-14 10:56:23,U1668,Dealer,Buy,70.08,32.74,2294.42,20,High,TDKE,1,Slice_C,Success
TXN5019,2025-02-14 10:59:44,U4700,Supplier,Buy,23.08,32.97,760.95,5,Low,RSA,0,Slice_B,Pending
TXN4149,2025-02-14 10:28:08,U4048,Authority,N/A,0.0,0.0,0.0,23,Medium,RSA,1,Slice_C,Pending
TXN6963,2025-02-14 10:54:50,U5318,Supplier,Sell,42.81,39.26,1680.72,12,Medium,RSA,1,Slice_A,Failed
TXN3203,2025-02-14 10:21:57,U5045,Authority,N/A,0.0,0.0,0.0,23,High,TDKE,1,Slice_A,Failed
TXN8794,2025-02-14 10:36:32,U6136,Dealer,Buy,74.81,37.18,2781.44,25,Low,AES,0,Slice_B,Pending
TXN1871,2025-02-14 10:31:25,U8174,Supplier,Sell,15.82,39.96,632.17,5,Low,RSA,0,Slice_C,Failed
TXN1942,2025-02-14 10:23:43,U8809,Authority,N/A,0.0,0.0,0.0,9,High,TDKE,1,Slice_C,Pending
TXN2071,2025-02-14 10:49:04,U5523,Authority,N/A,0.0,0.0,0.0,13,Low,AES,0,Slice_C,Failed
TXN9041,2025-02-14 10:29:24,U3184,Supplier,Buy,69.56,33.1,2302.44,27,Low,RSA,0,Slice_B,Success
TXN9322,2025-02-14 10:27:47,U3363,Authority,N/A,0.0,0.0,0.0,26,Low,RSA,0,Slice_A,Failed
TXN1867,2025-02-14 10:48:36,U6871,Authority,N/A,0.0,0.0,0.0,8,High,TDKE,1,Slice_C,Success
TXN9679,2025-02-14 10:28:14,U3641,Authority,N/A,0.0,0.0,0.0,11,High,TDKE,1,Slice_C,Success
TXN3969,2025-02-14 10:02:00,U9109,Authority,N/A,0.0,0.0,0.0,8,Medium,AES,1,Slice_A,Pending
TXN7347,2025-02-14 10:54:56,U7677,Supplier,Sell,22.47,33.43,751.17,8,Medium,RSA,1,Slice_A,Failed
TXN8051,2025-02-14 11:00:00,U5128,Supplier,Buy,26.61,34.01,905.01,12,Medium,AES,1,Slice_B,Pending
TXN2540,2025-02-14 10:35:45,U5223,Dealer,Buy,98.38,30.59,3009.44,16,High,TDKE,1,Slice_A,Success
TXN9669,2025-02-14 10:00:51,U1076,Supplier,Sell,37.56,38.0,1427.28,23,Low,RSA,0,Slice_A,Success
TXN4088,2025-02-14 10:43:27,U9162,Dealer,Buy,97.82,30.97,3029.49,26,High,TDKE,1,Slice_C,Pending
TXN3898,2025-02-14 10:30:05,U3908,Authority,N/A,0.0,0.0,0.0,9,Medium,AES,1,Slice_C,Success
TXN9807,2025-02-14 10:54:10,U2970,Supplier,Sell,19.7,36.83,725.55,23,Low,AES,0,Slice_A,Pending
TXN4164,2025-02-14 10:41:11,U3543,Authority,N/A,0.0,0.0,0.0,15,Medium,RSA,1,Slice_B,Success
TXN2072,2025-02-14 10:23:05,U5034,Supplier,Buy,31.55,38.18,1204.58,11,Medium,AES,1,Slice_B,Success
TXN8871,2025-02-14 10:55:21,U2618,Authority,N/A,0.0,0.0,0.0,7,Low,RSA,0,Slice_C,Failed
TXN9715,2025-02-14 10:35:36,U7458,Authority,N/A,0.0,0.0,0.0,25,High,TDKE,1,Slice_B,Pending
TXN3219,2025-02-14 10:30:34,U4244,Supplier,Sell,46.38,33.77,1566.25,20,High,TDKE,1,Slice_B,Success
TXN6267,2025-02-14 10:38:18,U8931,Authority,N/A,0.0,0.0,0.0,17,Medium,RSA,1,Slice_B,Failed
TXN1903,2025-02-14 10:36:00,U1682,Dealer,Buy,37.64,35.87,1350.15,23,Low,AES,0,Slice_C,Pending
TXN1785,2025-02-14 10:36:28,U1458,Dealer,Sell,44.64,33.52,1496.33,22,High,TDKE,1,Slice_C,Pending
TXN9329,2025-02-14 10:35:46,U3921,Authority,N/A,0.0,0.0,0.0,16,Low,AES,0,Slice_A,Success
TXN8491,2025-02-14 10:12:40,U4630,Authority,N/A,0.0,0.0,0.0,15,High,TDKE,1,Slice_C,Success
TXN9114,2025-02-14 10:14:06,U1255,Dealer,Sell,28.54,36.89,1052.84,14,High,TDKE,1,Slice_A,Failed
TXN6419,2025-02-14 10:12:05,U7388,Dealer,Sell,92.58,34.02,3149.57,9,High,TDKE,1,Slice_C,Success
TXN5230,2025-02-14 10:28:51,U6074,Dealer,Sell,46.83,30.1,1409.58,18,Medium,RSA,1,Slice_A,Pending
TXN5152,2025-02-14 10:40:58,U1170,Authority,N/A,0.0,0.0,0.0,27,Medium,AES,1,Slice_C,Pending
TXN3111,2025-02-14 10:45:15,U4653,Dealer,Buy,20.38,39.02,795.23,20,High,TDKE,1,Slice_A,Failed
TXN6363,2025-02-14 10:11:25,U5202,Authority,N/A,0.0,0.0,0.0,27,Low,RSA,0,Slice_B,Failed
TXN5693,2025-02-14 10:19:26,U5284,Dealer,Buy,45.54,38.86,1769.68,11,High,TDKE,1,Slice_C,Pending
TXN4289,2025-02-14 10:08:40,U9490,Dealer,Sell,53.09,31.11,1651.63,6,Medium,AES,1,Slice_A,Failed
TXN2104,2025-02-14 10:16:30,U8142,Authority,N/A,0.0,0.0,0.0,16,Medium,AES,1,Slice_B,Failed
TXN1672,2025-02-14 10:45:15,U9251,Dealer,Buy,75.24,30.44,2290.31,5,High,TDKE,1,Slice_B,Pending
TXN3875,2025-02-14 10:23:54,U8569,Dealer,Buy,45.22,31.53,1425.79,14,Low,AES,0,Slice_A,Success
TXN4184,2025-02-14 10:22:55,U8190,Dealer,Sell,16.24,32.46,527.15,21,Medium,AES,1,Slice_A,Failed
TXN6202,2025-02-14 10:03:52,U2824,Authority,N/A,0.0,0.0,0.0,7,Medium,AES,1,Slice_C,Failed
TXN3783,2025-02-14 10:49:25,U6270,Supplier,Buy,22.91,31.04,711.13,12,High,TDKE,1,Slice_B,Success
TXN1957,2025-02-14 10:55:32,U7349,Authority,N/A,0.0,0.0,0.0,8,High,TDKE,1,Slice_C,Success
TXN9938,2025-02-14 10:05:02,U1324,Authority,N/A,0.0,0.0,0.0,20,Low,RSA,0,Slice_B,Failed
TXN7336,2025-02-14 10:30:41,U4893,Authority,N/A,0.0,0.0,0.0,20,Low,RSA,0,Slice_B,Failed
TXN8454,2025-02-14 10:32:42,U3509,Supplier,Sell,30.15,32.87,991.03,28,High,TDKE,1,Slice_B,Pending
TXN3626,2025-02-14 10:25:07,U1343,Supplier,Sell,22.96,34.6,794.42,27,Low,AES,0,Slice_B,Success
TXN6782,2025-02-14 10:14:12,U7648,Supplier,Sell,51.45,34.52,1776.05,17,Medium,RSA,1,Slice_B,Pending
TXN7535,2025-02-14 10:09:05,U9682,Dealer,Buy,29.53,31.91,942.3,11,Low,RSA,0,Slice_B,Failed
TXN7688,2025-02-14 10:25:35,U6028,Dealer,Sell,22.72,31.09,706.36,25,Medium,RSA,1,Slice_C,Pending
TXN1833,2025-02-14 10:13:36,U4558,Supplier,Buy,69.37,39.37,2731.1,18,High,TDKE,1,Slice_B,Success
TXN4382,2025-02-14 10:26:20,U3823,Supplier,Buy,67.71,35.75,2420.63,30,High,TDKE,1,Slice_A,Pending
TXN6185,2025-02-14 10:31:59,U5025,Authority,N/A,0.0,0.0,0.0,9,Medium,RSA,1,Slice_C,Failed
TXN9693,2025-02-14 10:50:11,U1578,Authority,N/A,0.0,0.0,0.0,8,High,TDKE,1,Slice_A,Success
TXN1142,2025-02-14 10:58:51,U1864,Supplier,Buy,38.2,39.02,1490.56,11,Low,AES,0,Slice_A,Pending
TXN2081,2025-02-14 10:24:46,U6169,Authority,N/A,0.0,0.0,0.0,19,Medium,RSA,1,Slice_C,Success
TXN5747,2025-02-14 10:20:42,U2662,Authority,N/A,0.0,0.0,0.0,10,High,TDKE,1,Slice_A,Pending
TXN2940,2025-02-14 10:36:20,U7712,Dealer,Sell,72.99,32.81,2394.8,12,High,TDKE,1,Slice_C,Success
TXN8289,2025-02-14 10:06:37,U1645,Dealer,Sell,52.55,34.77,1827.16,29,High,TDKE,1,Slice_C,Failed
TXN6937,2025-02-14 10:30:06,U3979,Supplier,Buy,97.33,39.47,3841.62,23,Medium,RSA,1,Slice_A,Pending
TXN2128,2025-02-14 10:12:05,U3210,Authority,N/A,0.0,0.0,0.0,14,Low,RSA,0,Slice_A,Success
TXN4229,2025-02-14 10:43:17,U6254,Supplier,Buy,41.92,39.84,1670.09,20,High,TDKE,1,Slice_C,Failed
TXN7844,2025-02-14 10:11:32,U6983,Supplier,Buy,56.21,39.82,2238.28,5,Medium,RSA,1,Slice_A,Success
TXN4912,2025-02-14 10:47:49,U6023,Supplier,Sell,99.65,33.38,3326.32,13,Low,RSA,0,Slice_C,Success
TXN6454,2025-02-14 10:37:38,U1514,Dealer,Buy,76.12,30.19,2298.06,17,High,TDKE,1,Slice_B,Pending
TXN7363,2025-02-14 10:02:27,U5428,Authority,N/A,0.0,0.0,0.0,17,Medium,RSA,1,Slice_C,Pending
TXN7671,2025-02-14 10:48:17,U6605,Dealer,Sell,74.72,35.52,2654.05,20,Medium,RSA,1,Slice_A,Pending
TXN2389,2025-02-14 10:54:59,U6220,Authority,N/A,0.0,0.0,0.0,8,High,TDKE,1,Slice_A,Success
TXN4980,2025-02-14 10:05:04,U3901,Supplier,Buy,23.86,38.01,906.92,29,High,TDKE,1,Slice_A,Success
TXN1220,2025-02-14 10:50:16,U6589,Authority,N/A,0.0,0.0,0.0,7,High,TDKE,1,Slice_C,Failed
TXN8549,2025-02-14 10:43:04,U6421,Authority,N/A,0.0,0.0,0.0,8,Low,AES,0,Slice_A,Failed
TXN3272,2025-02-14 10:13:37,U2329,Dealer,Buy,74.64,30.92,2307.87,18,Low,AES,0,Slice_A,Success
TXN2301,2025-02-14 10:26:24,U6249,Authority,N/A,0.0,0.0,0.0,21,High,TDKE,1,Slice_B,Success
TXN9115,2025-02-14 10:41:19,U4048,Supplier,Sell,75.84,35.92,2724.17,6,Medium,AES,1,Slice_C,Success
TXN2303,2025-02-14 10:12:00,U4239,Supplier,Buy,89.04,35.75,3183.18,11,Low,AES,0,Slice_C,Success
TXN4083,2025-02-14 10:12:46,U6265,Dealer,Buy,45.52,38.36,1746.15,14,Low,RSA,0,Slice_C,Failed
TXN5676,2025-02-14 10:14:53,U7988,Supplier,Sell,76.19,35.31,2690.27,25,Low,RSA,0,Slice_B,Success
TXN2059,2025-02-14 10:04:12,U2028,Supplier,Sell,91.24,30.6,2791.94,29,Medium,AES,1,Slice_C,Failed
TXN8306,2025-02-14 10:00:49,U2445,Supplier,Sell,72.83,36.06,2626.25,7,Low,RSA,0,Slice_C,Pending
TXN8385,2025-02-14 10:24:26,U8871,Supplier,Sell,37.02,34.89,1291.63,22,Low,AES,0,Slice_A,Failed
TXN3794,2025-02-14 10:02:54,U6781,Supplier,Sell,89.2,33.24,2965.01,30,Medium,RSA,1,Slice_B,Pending
TXN3501,2025-02-14 10:09:41,U7317,Supplier,Buy,88.6,37.88,3356.17,17,Low,AES,0,Slice_B,Pending
TXN1228,2025-02-14 10:29:39,U3830,Dealer,Buy,29.53,30.16,890.62,20,High,TDKE,1,Slice_B,Pending
TXN4240,2025-02-14 10:01:28,U9148,Supplier,Buy,37.32,39.55,1476.01,22,Medium,AES,1,Slice_A,Pending
TXN9177,2025-02-14 10:29:32,U8128,Dealer,Sell,97.22,30.6,2974.93,8,High,TDKE,1,Slice_B,Failed
TXN8810,2025-02-14 10:41:29,U5740,Dealer,Buy,56.69,34.94,1980.75,11,Medium,RSA,1,Slice_A,Pending
TXN3598,2025-02-14 10:23:06,U6089,Authority,N/A,0.0,0.0,0.0,24,Medium,AES,1,Slice_C,Success
TXN9677,2025-02-14 10:19:14,U6588,Authority,N/A,0.0,0.0,0.0,16,Low,AES,0,Slice_B,Failed
TXN8758,2025-02-14 10:04:18,U1290,Supplier,Sell,47.53,32.09,1525.24,15,Low,AES,0,Slice_B,Failed
TXN8801,2025-02-14 10:53:42,U5596,Authority,N/A,0.0,0.0,0.0,15,Low,RSA,0,Slice_C,Success
TXN3082,2025-02-14 10:21:58,U4750,Authority,N/A,0.0,0.0,0.0,23,Low,AES,0,Slice_A,Pending
TXN8696,2025-02-14 10:01:19,U6135,Authority,N/A,0.0,0.0,0.0,8,Medium,AES,1,Slice_C,Pending
TXN2332,2025-02-14 10:36:07,U9043,Supplier,Sell,16.02,33.9,543.08,11,Medium,AES,1,Slice_B,Success
TXN8761,2025-02-14 10:16:50,U4659,Authority,N/A,0.0,0.0,0.0,5,Medium,RSA,1,Slice_C,Pending
TXN3394,2025-02-14 10:53:29,U5468,Supplier,Sell,98.68,36.05,3557.41,22,High,TDKE,1,Slice_C,Success
TXN2972,2025-02-14 10:20:10,U1992,Authority,N/A,0.0,0.0,0.0,11,Low,RSA,0,Slice_A,Pending
TXN7930,2025-02-14 10:47:49,U1178,Supplier,Sell,28.38,32.96,935.4,5,Low,RSA,0,Slice_A,Pending
TXN8617,2025-02-14 10:52:57,U3418,Supplier,Sell,59.97,35.94,2155.32,29,Medium,AES,1,Slice_B,Pending
TXN5521,2025-02-14 10:13:30,U8427,Supplier,Buy,62.78,33.23,2086.18,5,High,TDKE,1,Slice_A,Pending
TXN8816,2025-02-14 10:25:10,U3322,Supplier,Sell,59.51,36.29,2159.62,25,Medium,RSA,1,Slice_A,Pending
TXN1565,2025-02-14 10:43:56,U5635,Supplier,Buy,89.49,30.56,2734.81,27,Low,AES,0,Slice_B,Success
TXN2112,2025-02-14 10:09:33,U3483,Dealer,Buy,94.61,32.35,3060.63,29,Medium,RSA,1,Slice_B,Success
TXN7760,2025-02-14 10:23:27,U2139,Supplier,Sell,59.06,35.25,2081.87,25,Medium,AES,1,Slice_C,Success
TXN4395,2025-02-14 10:30:37,U3606,Dealer,Sell,30.47,30.57,931.47,26,Low,AES,0,Slice_A,Failed
TXN4694,2025-02-14 10:32:40,U1694,Dealer,Buy,78.27,39.5,3091.66,9,Low,RSA,0,Slice_B,Pending
TXN7484,2025-02-14 10:01:18,U9359,Supplier,Sell,12.12,37.15,450.26,18,Low,AES,0,Slice_A,Success
TXN1589,2025-02-14 10:14:15,U4760,Authority,N/A,0.0,0.0,0.0,20,High,TDKE,1,Slice_B,Failed
TXN2320,2025-02-14 10:39:42,U7031,Authority,N/A,0.0,0.0,0.0,10,Medium,AES,1,Slice_A,Failed
TXN1120,2025-02-14 10:42:50,U5610,Supplier,Sell,55.98,31.6,1768.97,11,Low,RSA,0,Slice_B,Success
TXN6358,2025-02-14 10:17:46,U7432,Dealer,Sell,50.65,34.46,1745.4,25,Low,RSA,0,Slice_A,Success
TXN2846,2025-02-14 10:02:50,U7348,Dealer,Buy,28.01,35.7,999.96,28,Medium,AES,1,Slice_C,Pending
TXN6913,2025-02-14 10:31:39,U1890,Authority,N/A,0.0,0.0,0.0,25,High,TDKE,1,Slice_C,Pending
TXN4552,2025-02-14 10:34:53,U1390,Supplier,Buy,29.48,31.81,937.76,15,High,TDKE,1,Slice_B,Failed
TXN7366,2025-02-14 10:49:08,U6363,Supplier,Sell,64.16,31.65,2030.66,20,Medium,RSA,1,Slice_C,Success
TXN2272,2025-02-14 10:42:04,U2757,Dealer,Buy,65.73,38.57,2535.21,13,High,TDKE,1,Slice_B,Pending
TXN7249,2025-02-14 10:49:44,U3613,Dealer,Buy,43.12,36.46,1572.16,18,Low,RSA,0,Slice_A,Pending
TXN7840,2025-02-14 10:44:37,U1366,Supplier,Buy,90.87,33.02,3000.53,13,Medium,AES,1,Slice_A,Failed
TXN1497,2025-02-14 10:32:31,U3860,Dealer,Buy,17.75,32.35,574.21,23,Low,RSA,0,Slice_B,Success
TXN8859,2025-02-14 10:04:19,U3511,Dealer,Buy,45.78,33.77,1545.99,6,Medium,RSA,1,Slice_B,Pending
TXN3867,2025-02-14 10:00:54,U1721,Authority,N/A,0.0,0.0,0.0,7,Medium,RSA,1,Slice_C,Pending
TXN4321,2025-02-14 10:54:44,U5379,Dealer,Sell,96.69,31.88,3082.48,27,Medium,AES,1,Slice_C,Success
TXN8132,2025-02-14 10:38:09,U9004,Dealer,Buy,35.79,30.88,1105.2,16,Medium,RSA,1,Slice_C,Success
TXN7115,2025-02-14 10:44:57,U7082,Authority,N/A,0.0,0.0,0.0,22,Low,AES,0,Slice_B,Failed
TXN6681,2025-02-14 10:27:47,U3850,Authority,N/A,0.0,0.0,0.0,17,Medium,RSA,1,Slice_B,Pending
TXN3418,2025-02-14 10:55:35,U9102,Authority,N/A,0.0,0.0,0.0,22,Medium,RSA,1,Slice_B,Success
TXN5148,2025-02-14 10:09:23,U6452,Supplier,Sell,50.57,35.39,1789.67,26,High,TDKE,1,Slice_A,Pending
TXN9296,2025-02-14 10:58:41,U3376,Authority,N/A,0.0,0.0,0.0,15,Low,AES,0,Slice_C,Success
TXN4372,2025-02-14 10:56:17,U7493,Dealer,Sell,89.27,39.91,3562.77,22,High,TDKE,1,Slice_C,Success
TXN1066,2025-02-14 10:17:23,U3698,Authority,N/A,0.0,0.0,0.0,12,Low,RSA,0,Slice_B,Success
TXN6332,2025-02-14 10:49:57,U7116,Authority,N/A,0.0,0.0,0.0,17,Low,RSA,0,Slice_A,Failed
TXN6752,2025-02-14 10:51:11,U7684,Authority,N/A,0.0,0.0,0.0,29,High,TDKE,1,Slice_A,Failed
TXN8432,2025-02-14 10:10:37,U4085,Authority,N/A,0.0,0.0,0.0,5,Low,AES,0,Slice_B,Success
TXN2183,2025-02-14 10:47:26,U6022,Dealer,Sell,37.26,32.09,1195.67,25,High,TDKE,1,Slice_A,Success
TXN1265,2025-02-14 10:02:07,U5846,Dealer,Buy,26.71,37.76,1008.57,7,High,TDKE,1,Slice_B,Pending
TXN2948,2025-02-14 10:28:48,U6857,Authority,N/A,0.0,0.0,0.0,17,High,TDKE,1,Slice_C,Failed
TXN5918,2025-02-14 10:23:25,U7352,Supplier,Buy,37.34,36.19,1351.33,20,Low,AES,0,Slice_C,Pending
TXN1516,2025-02-14 10:34:07,U6236,Supplier,Buy,33.02,34.74,1147.11,30,Medium,AES,1,Slice_B,Failed
TXN6751,2025-02-14 10:46:45,U9033,Dealer,Sell,13.48,34.87,470.05,7,Medium,RSA,1,Slice_C,Success
TXN2359,2025-02-14 10:16:45,U2540,Supplier,Sell,77.41,32.41,2508.86,20,High,TDKE,1,Slice_B,Pending
TXN8392,2025-02-14 10:14:47,U7727,Dealer,Buy,71.54,35.93,2570.43,26,High,TDKE,1,Slice_C,Pending
TXN2132,2025-02-14 10:34:16,U3969,Supplier,Sell,72.74,33.88,2464.43,22,Low,AES,0,Slice_B,Failed
TXN2927,2025-02-14 10:47:39,U9466,Supplier,Buy,91.2,32.93,3003.22,10,High,TDKE,1,Slice_B,Failed
TXN6429,2025-02-14 10:29:07,U2796,Authority,N/A,0.0,0.0,0.0,9,High,TDKE,1,Slice_A,Pending
TXN8966,2025-02-14 10:17:00,U1093,Supplier,Buy,79.52,30.44,2420.59,10,High,TDKE,1,Slice_B,Failed
TXN9083,2025-02-14 10:15:36,U8285,Authority,N/A,0.0,0.0,0.0,8,High,TDKE,1,Slice_A,Success
TXN3162,2025-02-14 10:50:32,U1387,Supplier,Sell,43.0,36.99,1590.57,5,Low,RSA,0,Slice_C,Failed
TXN2742,2025-02-14 10:28:34,U8760,Dealer,Sell,49.27,37.02,1823.98,7,High,TDKE,1,Slice_A,Pending
TXN6859,2025-02-14 10:32:24,U7575,Authority,N/A,0.0,0.0,0.0,12,High,TDKE,1,Slice_A,Success
